Photo_ID,Species_name,Tooth,Diet,Habitat,Extinct_Extant,IUCN
Otolemur_UM-APC_200_2,Otolemur,UR,fruit,mixed,extant,na
Otolemur_UM-APC_200_3,Otolemur,LL,fruit,mixed,extant,na
Otolemur_UM-APC_200_4,Otolemur,LR,fruit,mixed,extant,na
P_coquereli_AMNH_208990_1,Propithecus_coquereli,UL,mixed,mixed,extant,endangered
P_coquereli_AMNH_208990_2,Propithecus_coquereli,UR,mixed,mixed,extant,endangered
P_coquereli_AMNH_208990_3,Propithecus_coquereli,TC,mixed,mixed,extant,endangered
P_coquereli_AMNH_208990_4,Propithecus_coquereli,LL,mixed,mixed,extant,endangered
P_coquereli_AMNH_208990_5,Propithecus_coquereli,LR,mixed,mixed,extant,endangered
P_coquereli_AMNH_208991_1,Propithecus_coquereli,UL,mixed,mixed,extant,endangered
P_coquereli_AMNH_208991_2,Propithecus_coquereli,UR,mixed,mixed,extant,endangered
P_coquereli_AMNH_208991_3,Propithecus_coquereli,TC,mixed,mixed,extant,endangered
P_coquereli_AMNH_208991_4,Propithecus_coquereli,LL,mixed,mixed,extant,endangered
P_coquereli_AMNH_208991_5,Propithecus_coquereli,LR,mixed,mixed,extant,endangered
P_coquereli_AMNH_31255_1,Propithecus_coquereli,UL,mixed,mixed,extant,endangered
P_coquereli_AMNH_31255_2,Propithecus_coquereli,UR,mixed,mixed,extant,endangered
P_coquereli_AMNH_31255_3,Propithecus_coquereli,TC,mixed,mixed,extant,endangered
P_coquereli_AMNH_31255_4,Propithecus_coquereli,LL,mixed,mixed,extant,endangered
P_coquereli_AMNH_31255_5,Propithecus_coquereli,LR,mixed,mixed,extant,endangered
P_coquereli_DPC_1098_1,Propithecus_coquereli,UL,mixed,mixed,extant,endangered
P_coquereli_DPC_1098_2,Propithecus_coquereli,UR,mixed,mixed,extant,endangered
P_coquereli_DPC_1098_3,Propithecus_coquereli,TC,mixed,mixed,extant,endangered
P_coquereli_DPC_1098_4,Propithecus_coquereli,LL,mixed,mixed,extant,endangered
P_coquereli_DPC_1098_5,Propithecus_coquereli,LR,mixed,mixed,extant,endangered
P_coquereli_UM.APC_301_1,Propithecus_coquereli,UL,mixed,mixed,extant,endangered
P_coquereli_UM.APC_301_2,Propithecus_coquereli,UR,mixed,mixed,extant,endangered
P_coquereli_UM.APC_301_3,Propithecus_coquereli,TC,mixed,mixed,extant,endangered
P_coquereli_UM.APC_301_4,Propithecus_coquereli,LL,mixed,mixed,extant,endangered
P_coquereli_UM.APC_301_5,Propithecus_coquereli,LR,mixed,mixed,extant,endangered
P_coquereli_YPM_14642_1,Propithecus_coquereli,UL,mixed,mixed,extant,endangered
P_coquereli_YPM_14642_2,Propithecus_coquereli,TC,mixed,mixed,extant,endangered
P_coquereli_YPM_14642_3,Propithecus_coquereli,LL,mixed,mixed,extant,endangered
P_d_candidus_AMNH_100556_1,Propithecus_candidus,UL,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100556_2,Propithecus_candidus,UR,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100556_3,Propithecus_candidus,LL,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100556_4,Propithecus_candidus,LR,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100557_1,Propithecus_candidus,UL,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100557_2,Propithecus_candidus,UR,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100557_3,Propithecus_candidus,TC,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100557_4,Propithecus_candidus,LL,mixed,wet_forest,extant,critically_endangered
P_d_candidus_AMNH_100557_5,Propithecus_candidus,LR,mixed,wet_forest,extant,critically_endangered
P_diadema_AMNH_100633_1,Propithecus_diadema,UL,mixed,wet_forest,extant,critically_endangered
P_diadema_AMNH_100633_2,Propithecus_diadema,UR,mixed,wet_forest,extant,critically_endangered
P_diadema_AMNH_100633_3,Propithecus_diadema,LL,mixed,wet_forest,extant,critically_endangered
P_diadema_AMNH_100633_4,Propithecus_diadema,LR,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1603_1,Propithecus_diadema,UL,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1603_2,Propithecus_diadema,UR,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1603_3,Propithecus_diadema,TC,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1603_4,Propithecus_diadema,LL,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1603_5,Propithecus_diadema,LR,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1604_1,Propithecus_diadema,UL,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1604_2,Propithecus_diadema,UR,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1604_3,Propithecus_diadema,LL,mixed,wet_forest,extant,critically_endangered
P_diadema_YPM_1604_4,Propithecus_diadema,LR,mixed,wet_forest,extant,critically_endangered
P_edwardsi_AMNH_100957_1,Propithecus_edwardsi,UL,mixed,wet_forest,extant,endangered
P_edwardsi_AMNH_100957_2,Propithecus_edwardsi,UR,mixed,wet_forest,extant,endangered
P_edwardsi_AMNH_100957_4,Propithecus_edwardsi,LL,mixed,wet_forest,extant,endangered
P_edwardsi_AMNH_100957_5,Propithecus_edwardsi,LR,mixed,wet_forest,extant,endangered
P_ingens_UM_MNHN_1931.6_1,Palaeopropithecus_ingens,LL,mixed,mixed,extinct,extinct
P_ingens_UM_MNHN_1931.6_2,Palaeopropithecus_ingens,LR,mixed,mixed,extinct,extinct
P_ingens_UM.APC_1,Palaeopropithecus_ingens,LR,mixed,mixed,extinct,extinct
P_insignis_NHMW_1,Pachylemur_insignis,LL,fruit,spiny_forest,extinct,extinct
P_insignis_UM-ADCC_222_1,Pachylemur_insignis,LR,fruit,spiny_forest,extinct,extinct
P_insignis_UM-ADCC_226_1,Pachylemur_insignis,UL,fruit,spiny_forest,extinct,extinct
P_insignis_UM-ADCC_887_1,Pachylemur_insignis,LL,fruit,spiny_forest,extinct,extinct
P_insignis_UM-ADCC_895_1,Pachylemur_insignis,UR,fruit,spiny_forest,extinct,extinct
P_insignis_UM-ADCC_902_1,Pachylemur_insignis,UR,fruit,spiny_forest,extinct,extinct
P_jullyi_UM.ADCC_122_1,Pachylemur_jullyi,UL,fruit,dry_forest,extinct,extinct
P_jullyi_UM.ADCC_233_1,Pachylemur_jullyi,LL,fruit,dry_forest,extinct,extinct
P_jullyi_UM.ADCC_880_1,Pachylemur_jullyi,LL,fruit,dry_forest,extinct,extinct
P_jullyi_UM.ADCC_896_1,Pachylemur_jullyi,UR,fruit,dry_forest,extinct,extinct
P_jullyi_UM.ADCC_1,Pachylemur_jullyi,UL,fruit,dry_forest,extinct,extinct
P_jullyi_UM.ADCC_2,Pachylemur_jullyi,LL,fruit,dry_forest,extinct,extinct
P_jullyi_UM.ADCC_3,Pachylemur_jullyi,LR,fruit,dry_forest,extinct,extinct
P_kelyus_UM-APC_1,Palaeopropithecus_kelyus,UL,mixed,dry_forest,extinct,extinct
P_kelyus_UM-APC_2,Palaeopropithecus_kelyus,UR,mixed,dry_forest,extinct,extinct
P_kelyus_UM-APC_3,Palaeopropithecus_kelyus,LL,mixed,dry_forest,extinct,extinct
P_kelyus_UM-APC_4,Palaeopropithecus_kelyus,LR,mixed,dry_forest,extinct,extinct
P_maximus_UM_AMNH_93827_1,Palaeopropithecus_maximus,UL,fruit,wet_forest,extinct,extinct
P_maximus_UM_AMNH_93827_2,Palaeopropithecus_maximus,UR,fruit,wet_forest,extinct,extinct
P_maximus_UM.APC_1,Palaeopropithecus_maximus,UL,fruit,wet_forest,extinct,extinct
P_maximus_UM.APC_2,Palaeopropithecus_maximus,UR,fruit,wet_forest,extinct,extinct
P_p_edwardsi_AMNH_269851_1,Perodicticus_edwardsi,UL,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269851_2,Perodicticus_edwardsi,UR,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269851_3,Perodicticus_edwardsi,TC,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269851_4,Perodicticus_edwardsi,LL,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269851_5,Perodicticus_edwardsi,LR,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269917_1,Perodicticus_edwardsi,UL,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269917_2,Perodicticus_edwardsi,UR,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269917_3,Perodicticus_edwardsi,TC,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269917_4,Perodicticus_edwardsi,LL,mixed,wet_forest,extant,endangered
P_p_edwardsi_AMNH_269917_5,Perodicticus_edwardsi,LR,mixed,wet_forest,extant,endangered
P_p_potto_AMNH_239436_1,Perodicticus_potto,UL,fruit,wet_forest,extant,na
P_p_potto_AMNH_239436_2,Perodicticus_potto,UR,fruit,wet_forest,extant,na
P_p_potto_AMNH_239436_3,Perodicticus_potto,TC,fruit,wet_forest,extant,na
P_p_potto_AMNH_239436_4,Perodicticus_potto,LL,fruit,wet_forest,extant,na
P_p_potto_AMNH_239436_5,Perodicticus_potto,LR,fruit,wet_forest,extant,na
P_potto_AMNH_31252_1,Perodicticus_potto,UL,fruit,wet_forest,extant,na
P_potto_AMNH_31252_2,Perodicticus_potto,UR,fruit,wet_forest,extant,na
P_potto_AMNH_31252_3,Perodicticus_potto,LL,fruit,wet_forest,extant,na
P_potto_AMNH_31252_4,Perodicticus_potto,LR,fruit,wet_forest,extant,na
P_potto_UM-APC_126_1,Perodicticus_potto,UL,fruit,wet_forest,extant,na
P_potto_UM-APC_126_2,Perodicticus_potto,LL,fruit,wet_forest,extant,na
P_potto_UM-APC_126_3,Perodicticus_potto,LR,fruit,wet_forest,extant,na
P_potto_UM-APC_163_1,Perodicticus_potto,UR,fruit,wet_forest,extant,na
P_potto_UM-APC_163_2,Perodicticus_potto,LR,fruit,wet_forest,extant,na
P_potto_UM-APC_201_1,Perodicticus_potto,UL,fruit,wet_forest,extant,na
P_potto_UM-APC_201_2,Perodicticus_potto,UR,fruit,wet_forest,extant,na
P_potto_UM-APC_201_3,Perodicticus_potto,LL,fruit,wet_forest,extant,na
P_potto_UM-APC_201_4,Perodicticus_potto,LR,fruit,wet_forest,extant,na
P_potto_UM-APC_248_1,Perodicticus_potto,UL,fruit,wet_forest,extant,na
P_potto_UM-APC_248_2,Perodicticus_potto,UR,fruit,wet_forest,extant,na
P_potto_UM-APC_248_3,Perodicticus_potto,TC,fruit,wet_forest,extant,na
P_potto_UM-APC_248_4,Perodicticus_potto,LL,fruit,wet_forest,extant,na
P_potto_UM-APC_248_5,Perodicticus_potto,LR,fruit,wet_forest,extant,na
P_v_coquereli_UM.APC_329_1,Propithecus_coquereli,UL,mixed,mixed,extant,endangered
P_v_coquereli_UM.APC_329_2,Propithecus_coquereli,UR,mixed,mixed,extant,endangered
P_v_coquereli_UM.APC_329_3,Propithecus_coquereli,TC,mixed,mixed,extant,endangered
P_v_coquereli_UM.APC_329_4,Propithecus_coquereli,LL,mixed,mixed,extant,endangered
P_v_coquereli_UM.APC_329_5,Propithecus_coquereli,LR,mixed,mixed,extant,endangered
P_verreaux_DPC_1071_1,Propithecus_verreauxi,UL,mixed,mixed,extant,endangered
P_verreaux_DPC_1071_2,Propithecus_verreauxi,UR,mixed,mixed,extant,endangered
P_verreaux_DPC_1071_3,Propithecus_verreauxi,TC,mixed,mixed,extant,endangered
P_verreaux_DPC_1071_4,Propithecus_verreauxi,LL,mixed,mixed,extant,endangered
P_verreaux_DPC_1071_5,Propithecus_verreauxi,LR,mixed,mixed,extant,endangered
P_verreaux_YPM_313_1,Propithecus_verreauxi,UL,mixed,mixed,extant,endangered
P_verreaux_YPM_313_2,Propithecus_verreauxi,UR,mixed,mixed,extant,endangered
P_verreaux_YPM_313_3,Propithecus_verreauxi,TC,mixed,mixed,extant,endangered
P_verreaux_YPM_313_4,Propithecus_verreauxi,LL,mixed,mixed,extant,endangered
P_verreaux_YPM_313_5,Propithecus_verreauxi,LR,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_019_1,Propithecus_verreauxi,UL,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_019_2,Propithecus_verreauxi,UR,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_019_3,Propithecus_verreauxi,TC,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_019_4,Propithecus_verreauxi,LL,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_019_5,Propithecus_verreauxi,LR,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_334_1,Propithecus_verreauxi,UL,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_334_2,Propithecus_verreauxi,UR,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_334_3,Propithecus_verreauxi,TC,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_334_4,Propithecus_verreauxi,LL,mixed,mixed,extant,endangered
P_verreauxi_UM.APC_334_5,Propithecus_verreauxi,LR,mixed,mixed,extant,endangered
V_rubra_AMNH_100513_1,Varecia_rubra,UL,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100513_2,Varecia_rubra,UR,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100513_4,Varecia_rubra,LL,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100513_5,Varecia_rubra,LR,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100514_1,Varecia_rubra,UL,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100514_2,Varecia_rubra,UR,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100514_3,Varecia_rubra,TC,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100514_4,Varecia_rubra,LL,fruit,wet_forest,extant,critically_endangered
V_rubra_AMNH_100514_5,Varecia_rubra,LR,fruit,wet_forest,extant,critically_endangered
V_rubra_UM.APC_123_1,Varecia_rubra,UL,fruit,wet_forest,extant,critically_endangered
V_rubra_UM.APC_123_2,Varecia_rubra,TC,fruit,wet_forest,extant,critically_endangered
V_rubra_UM.APC_123_3,Varecia_rubra,LL,fruit,wet_forest,extant,critically_endangered
V_v_rubra_UM.APC_324_1,Varecia_rubra,UL,fruit,wet_forest,extant,critically_endangered
V_v_rubra_UM.APC_324_2,Varecia_rubra,UR,fruit,wet_forest,extant,critically_endangered
V_v_rubra_UM.APC_324_3,Varecia_rubra,LL,fruit,wet_forest,extant,critically_endangered
V_v_rubra_UM.APC_324_4,Varecia_rubra,LR,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_100512_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_100512_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_100512_4,Varecia_variegata,LL,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_100512_5,Varecia_variegata,LR,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_17338_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_17338_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_17338_3,Varecia_variegata,TC,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_17338_4,Varecia_variegata,LL,fruit,wet_forest,extant,critically_endangered
V_v_variegata_AMNH_17338_5,Varecia_variegata,LR,fruit,wet_forest,extant,critically_endangered
V_v_variegata_YPM_14949_1,Varecia_variegata,TC,fruit,wet_forest,extant,critically_endangered
V_variegata_AMNH_35109_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_variegata_AMNH_35109_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_variegata_AMNH_35109_3,Varecia_variegata,TC,fruit,wet_forest,extant,critically_endangered
V_variegata_AMNH_35109_4,Varecia_variegata,LL,fruit,wet_forest,extant,critically_endangered
V_variegata_AMNH_35109_5,Varecia_variegata,LR,fruit,wet_forest,extant,critically_endangered
V_variegata_DPC_1185_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_variegata_DPC_1185_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_variegata_UM.APC_285_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_variegata_UM.APC_285_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_variegata_UM.APC_285_3,Varecia_variegata,LL,fruit,wet_forest,extant,critically_endangered
V_variegata_UM.APC_333_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_variegata_UM.APC_333_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_variegata_UM.APC_333_3,Varecia_variegata,LL,fruit,wet_forest,extant,critically_endangered
V_variegata_UM.APC_333_4,Varecia_variegata,LR,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_1605_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_1605_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_1605_3,Varecia_variegata,LL,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_1605_4,Varecia_variegata,LR,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_996_1,Varecia_variegata,UL,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_996_2,Varecia_variegata,UR,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_996_4,Varecia_variegata,LL,fruit,wet_forest,extant,critically_endangered
V_variegata_YPM_996_5,Varecia_variegata,LR,fruit,wet_forest,extant,critically_endangered
Archaeolemur_DPC_10905_1,Archaeolemur,UR,fruit,grassland,extinct,na
G_senegalensis_UM-APC_167_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_senegalensis_UM-APC_167_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_senegalensis_UM-APC_167_3,Galago_senegalensis,TC,omnivore,woodland,extant,na
G_senegalensis_UM-APC_167_4,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_senegalensis_UM-APC_167_5,Galago_senegalensis,LR,omnivore,woodland,extant,na
H_griseus_YPM_14968_1,Hapalemur_griseus,UL,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_14968_2,Hapalemur_griseus,UR,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_14968_3,Hapalemur_griseus,TC,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_14968_4,Hapalemur_griseus,LL,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_14968_5,Hapalemur_griseus,LR,leaves,wet_forest,extant,vulnerable
I_indri_DPC_11756_1,Indri_indri,UL,leaves,wet_forest,extant,critically_endangered
I_indri_DPC_11756_2,Indri_indri,UR,leaves,wet_forest,extant,critically_endangered
L_f_collaris_DPC_1160_1,Eulemur_collaris,UL,fruit,wet_forest,extant,endangered
L_f_collaris_DPC_1160_2,Eulemur_collaris,UR,fruit,wet_forest,extant,endangered
L_f_collaris_DPC_1160_3,Eulemur_collaris,TC,fruit,wet_forest,extant,endangered
L_f_collaris_DPC_1160_4,Eulemur_collaris,LL,fruit,wet_forest,extant,endangered
L_f_collaris_DPC_1160_5,Eulemur_collaris,LR,fruit,wet_forest,extant,endangered
L_f_fulvus_DPC_59_1,Eulemur_fulvus,UL,mixed,mixed,extant,near_threatened
L_f_fulvus_DPC_59_2,Eulemur_fulvus,UR,mixed,mixed,extant,near_threatened
L_f_fulvus_DPC_59_3,Eulemur_fulvus,TC,mixed,mixed,extant,near_threatened
M_murinus_YPM_14961_1,Microcebus_murinus,UL,omnivore,mixed,extant,least_concern
M_murinus_YPM_14961_2,Microcebus_murinus,UR,omnivore,mixed,extant,least_concern
M_murinus_YPM_14961_3,Microcebus_murinus,TC,omnivore,mixed,extant,least_concern
M_murinus_YPM_14961_4,Microcebus_murinus,LL,omnivore,mixed,extant,least_concern
M_murinus_YPM_14961_5,Microcebus_murinus,LR,omnivore,mixed,extant,least_concern
N_pygmaeus_YPM_15724_1,Nycticebus_pygmaeus,UL,omnivore,wet_forest,extant,na
N_pygmaeus_YPM_15724_2,Nycticebus_pygmaeus,UR,omnivore,wet_forest,extant,na
N_pygmaeus_YPM_15724_3,Nycticebus_pygmaeus,TC,omnivore,wet_forest,extant,na
N_pygmaeus_YPM_15724_4,Nycticebus_pygmaeus,LL,omnivore,wet_forest,extant,na
N_pygmaeus_YPM_15724_5,Nycticebus_pygmaeus,LR,omnivore,wet_forest,extant,na
P_ingens_DPC_18741_1,Palaeopropithecus_ingens,UL,mixed,mixed,extinct,extinct
P_ingens_DPC_18741_2,Palaeopropithecus_ingens,LL,mixed,mixed,extinct,extinct
P_ingens_DPC_18741_3,Palaeopropithecus_ingens,LR,mixed,mixed,extinct,extinct
Paleopropithecus_DPC_18912_1,Palaeopropithecus,TC,mixed,mixed,extinct,extinct
A_fontoynonti_PBZT_1,Archaeoindris_fontoynontii,UR,leaves,mixed,extinct,extinct
A_fontoynonti_PBZT_2,Archaeoindris_fontoynontii,LL,leaves,mixed,extinct,extinct
A_fontoynonti_PBZT_3,Archaeoindris_fontoynontii,LR,leaves,mixed,extinct,extinct
A_majori_PBZT_1,Archaeolemur_majori,UL,fruit,mixed,extinct,extinct
A_majori_PBZT_2,Archaeolemur_majori,UR,fruit,mixed,extinct,extinct
H_stenognathus_PBZT_1,Hadropithecus_stenognathus,UL,mixed,spiny_forest,extinct,extinct
H_stenognathus_PBZT_2,Hadropithecus_stenognathus,UR,mixed,spiny_forest,extinct,extinct
Indris_PBZT_1,Indri_indri,UL,leaves,wet_forest,extant,critically_endangered
Indris_PBZT_2,Indri_indri,UR,leaves,wet_forest,extant,critically_endangered
Indris_PBZT_3,Indri_indri,TC,leaves,wet_forest,extant,critically_endangered
Indris_PBZT_4,Indri_indri,LL,leaves,wet_forest,extant,critically_endangered
Indris_PBZT_5,Indri_indri,LR,leaves,wet_forest,extant,critically_endangered
L_f_collaris_MCZ_44890_1,Eulemur_collaris,UL,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44890_2,Eulemur_collaris,UR,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44890_3,Eulemur_collaris,TC,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44890_4,Eulemur_collaris,LL,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44890_5,Eulemur_collaris,LR,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44895_1,Eulemur_collaris,UL,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44895_2,Eulemur_collaris,UR,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44895_3,Eulemur_collaris,TC,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44895_4,Eulemur_collaris,LL,fruit,wet_forest,extant,endangered
L_f_collaris_MCZ_44895_5,Eulemur_collaris,LR,fruit,wet_forest,extant,endangered
L_f_fulvus_MCZ_45127_1,Eulemur_fulvus,UL,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_45127_2,Eulemur_fulvus,UR,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_45127_3,Eulemur_fulvus,TC,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_45127_4,Eulemur_fulvus,LL,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_8044_1,Eulemur_fulvus,UL,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_8044_2,Eulemur_fulvus,UR,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_8044_3,Eulemur_fulvus,TC,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_8044_4,Eulemur_fulvus,LL,mixed,mixed,extant,near_threatened
L_f_fulvus_MCZ_8044_5,Eulemur_fulvus,LR,mixed,mixed,extant,near_threatened
L_mongoz_MCZ_44894_1,Eulemur_mongoz,UL,fruit,dry_forest,extant,critically_endangered
L_mongoz_MCZ_44894_2,Eulemur_mongoz,UR,fruit,dry_forest,extant,critically_endangered
L_mongoz_MCZ_44894_3,Eulemur_mongoz,TC,fruit,dry_forest,extant,critically_endangered
L_mongoz_MCZ_44894_4,Eulemur_mongoz,LL,fruit,dry_forest,extant,critically_endangered
L_mongoz_MCZ_44894_5,Eulemur_mongoz,LR,fruit,dry_forest,extant,critically_endangered
M_edwardsi_PBZT_1,Megaladapis_edwardsi,UL,leaves,spiny_forest,extinct,extinct
M_edwardsi_PBZT_2,Megaladapis_edwardsi,UR,leaves,spiny_forest,extinct,extinct
M_madagascariensis_PBZT_1,Megaladapis_madagascariensis,UL,leaves,mixed,extinct,extinct
M_madagascariensis_PBZT_2,Megaladapis_madagascariensis,UR,leaves,mixed,extinct,extinct
M_madagascariensis_PBZT_3,Megaladapis_madagascariensis,TC,leaves,mixed,extinct,extinct
M_madagascariensis_PBZT_4,Megaladapis_madagascariensis,LR,leaves,mixed,extinct,extinct
P_d_diadema_MCZ_18741_1,Propithecus_diadema,UL,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_18741_2,Propithecus_diadema,UR,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_18741_3,Propithecus_diadema,TC,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_18741_4,Propithecus_diadema,LL,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_18741_5,Propithecus_diadema,LR,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_44853_1,Propithecus_diadema,UL,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_44853_2,Propithecus_diadema,UR,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_44853_3,Propithecus_diadema,TC,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_44853_4,Propithecus_diadema,LL,mixed,wet_forest,extant,critically_endangered
P_d_diadema_MCZ_44853_5,Propithecus_diadema,LR,mixed,wet_forest,extant,critically_endangered
P_d_edwardsi_MCZ_8042_1,Propithecus_edwardsi,UL,mixed,wet_forest,extant,endangered
P_d_edwardsi_MCZ_8042_2,Propithecus_edwardsi,UR,mixed,wet_forest,extant,endangered
P_d_edwardsi_MCZ_8042_3,Propithecus_edwardsi,TC,mixed,wet_forest,extant,endangered
P_d_edwardsi_MCZ_8042_4,Propithecus_edwardsi,LL,mixed,wet_forest,extant,endangered
P_d_edwardsi_MCZ_8042_5,Propithecus_edwardsi,LR,mixed,wet_forest,extant,endangered
P_maximus_PBZT_1,Palaeopropithecus_maximus,UL,fruit,wet_forest,extinct,extinct
P_maximus_PBZT_2,Palaeopropithecus_maximus,UR,fruit,wet_forest,extinct,extinct
Propithecus_PBZT_1,Propithecus,UL,mixed,mixed,extant,na
Propithecus_PBZT_2,Propithecus,UR,mixed,mixed,extant,na
Propithecus_PBZT_3,Propithecus,TC,mixed,mixed,extant,na
Propithecus_PBZT_4,Propithecus,LL,mixed,mixed,extant,na
Propithecus_PBZT_5,Propithecus,LR,mixed,mixed,extant,na
